window,timestamp_s,predicted_class,confidence,p_clean,p_jam_am,p_jam_chirp,p_jam_dme,p_jam_fm,p_jam_narrowband,p_spoof_dynamic,p_spoof_matched_time,p_spoof_overpowered_gradual,p_spoof_overpowered_instant,p_spoof_position_push,preproc_gpu_ms,infer_gpu_ms,pipeline_ms
168,9.335,clean,0.464720,0.464720,0.003141,0.004558,0.024303,0.006625,0.021866,0.096336,0.011858,0.025113,0.305766,0.035714,18.488,4.441,23.546
169,9.390,clean,0.450705,0.450705,0.002901,0.005794,0.014110,0.006172,0.029547,0.069064,0.011442,0.022565,0.354153,0.033547,19.487,4.473,24.532
170,9.445,clean,0.461362,0.461362,0.003022,0.004209,0.028193,0.006935,0.020168,0.099554,0.012613,0.024383,0.303697,0.035864,20.038,4.450,25.027
171,9.504,clean,0.449403,0.449403,0.002927,0.004322,0.024600,0.006820,0.020378,0.094748,0.012222,0.022760,0.326977,0.034844,20.683,4.452,25.671
172,9.561,clean,0.472131,0.472131,0.002765,0.003620,0.031113,0.007066,0.018746,0.102612,0.012715,0.022744,0.293977,0.032510,20.855,4.453,25.869
173,9.615,clean,0.470935,0.470935,0.003292,0.003740,0.040873,0.008306,0.021154,0.114115,0.013800,0.026189,0.261067,0.036529,18.643,4.439,23.650
174,9.668,clean,0.474863,0.474863,0.003035,0.003318,0.041524,0.008089,0.019522,0.120762,0.012689,0.026124,0.249846,0.040229,18.701,4.436,23.700
175,9.721,clean,0.504602,0.504602,0.002874,0.003471,0.027882,0.006774,0.022227,0.105656,0.010913,0.026248,0.246531,0.042823,18.289,4.455,23.305
176,9.775,clean,0.484772,0.484772,0.002532,0.002528,0.044613,0.007151,0.012877,0.110546,0.010617,0.021749,0.272274,0.030341,18.325,4.446,23.378
177,9.828,clean,0.491378,0.491378,0.002843,0.004077,0.021462,0.006200,0.022942,0.092975,0.010137,0.025887,0.282450,0.039649,18.385,4.439,23.382
178,9.881,clean,0.464267,0.464267,0.002763,0.002863,0.044824,0.007713,0.013760,0.111043,0.012915,0.022943,0.281458,0.035450,18.249,4.457,23.264
179,9.934,clean,0.496518,0.496518,0.003046,0.003499,0.032310,0.007209,0.022059,0.110286,0.011727,0.025993,0.248315,0.039040,18.207,4.435,23.211
180,9.988,clean,0.496783,0.496783,0.002851,0.003664,0.026845,0.006652,0.022586,0.105967,0.009870,0.025830,0.260351,0.038602,18.371,4.449,23.389
181,10.041,clean,0.481443,0.481443,0.003013,0.003625,0.030787,0.007195,0.020967,0.110220,0.011911,0.025797,0.261711,0.043332,18.321,4.425,23.297
182,10.094,clean,0.446861,0.446861,0.003419,0.004408,0.033000,0.007962,0.021997,0.110136,0.013807,0.027906,0.290059,0.040445,18.221,4.453,23.230
183,10.147,clean,0.481780,0.481780,0.002730,0.003411,0.030762,0.006577,0.017483,0.107889,0.010520,0.022405,0.281423,0.035018,18.254,4.433,23.303
184,10.201,clean,0.462840,0.462840,0.003070,0.002890,0.054502,0.008220,0.014383,0.114192,0.013515,0.023797,0.269551,0.033041,18.362,4.456,23.390
185,10.253,clean,0.491236,0.491236,0.002376,0.002284,0.047491,0.006786,0.011619,0.107672,0.010013,0.020547,0.270894,0.029082,18.302,4.466,23.333
186,10.306,clean,0.445348,0.445348,0.002533,0.002332,0.070199,0.007789,0.008220,0.087911,0.012356,0.015330,0.327258,0.020724,18.288,4.457,23.298
187,10.359,clean,0.509768,0.509768,0.002133,0.006101,0.007758,0.004349,0.033254,0.055270,0.007498,0.018869,0.328960,0.026039,18.585,4.461,23.665
188,10.412,clean,0.448305,0.448305,0.002971,0.005264,0.018605,0.006979,0.027340,0.078519,0.012606,0.024437,0.340329,0.034645,18.281,4.458,23.291
189,10.464,clean,0.443680,0.443680,0.002776,0.004780,0.017467,0.006336,0.022892,0.080771,0.011134,0.024010,0.352388,0.033767,17.530,4.457,22.511
190,10.519,clean,0.494435,0.494435,0.002318,0.005436,0.009811,0.004744,0.027526,0.062806,0.007924,0.019824,0.338726,0.026450,18.359,4.442,23.420
191,10.572,clean,0.494762,0.494762,0.002373,0.002314,0.048079,0.006348,0.010624,0.105142,0.010507,0.017988,0.274286,0.027576,18.371,4.431,23.364
192,10.626,clean,0.455956,0.455956,0.003470,0.003490,0.048971,0.008843,0.017919,0.122888,0.013375,0.027767,0.255333,0.041987,18.359,4.463,23.388
193,10.678,clean,0.482130,0.482130,0.002529,0.002594,0.046444,0.007249,0.012747,0.104251,0.012313,0.020111,0.278980,0.030651,17.720,4.520,22.824
194,10.731,clean,0.476666,0.476666,0.002565,0.002560,0.049878,0.007554,0.012391,0.104990,0.012161,0.020488,0.280516,0.030230,17.922,4.496,23.045
195,10.784,clean,0.480314,0.480314,0.002699,0.002616,0.052170,0.007838,0.013011,0.102600,0.013711,0.021097,0.271215,0.032728,17.368,4.444,22.295
196,10.837,clean,0.508171,0.508171,0.002910,0.003685,0.025811,0.006395,0.023305,0.105562,0.009749,0.026082,0.250079,0.038251,18.121,4.478,23.174
197,10.891,clean,0.477723,0.477723,0.002971,0.003685,0.030164,0.006868,0.019550,0.107382,0.012412,0.024167,0.275721,0.039359,17.645,4.495,22.698
198,10.944,clean,0.483361,0.483361,0.002900,0.003293,0.034515,0.007062,0.018575,0.118330,0.011352,0.024915,0.257005,0.038693,17.137,4.474,22.095
199,10.997,clean,0.481287,0.481287,0.002408,0.002347,0.050294,0.006628,0.010534,0.106018,0.010557,0.018774,0.285257,0.025895,17.514,4.473,22.537
200,11.049,clean,0.480610,0.480610,0.002699,0.002514,0.053321,0.007372,0.012398,0.106919,0.012287,0.020285,0.270474,0.031121,17.536,4.479,22.582
201,11.101,clean,0.487726,0.487726,0.002977,0.002934,0.048574,0.007777,0.016041,0.118252,0.014623,0.023336,0.239095,0.038666,17.246,4.459,22.228
202,11.154,clean,0.482430,0.482430,0.002506,0.002551,0.040944,0.006909,0.013035,0.120229,0.009440,0.023402,0.265042,0.033511,17.962,4.514,23.021
203,11.207,clean,0.539928,0.539928,0.002613,0.004968,0.012157,0.005445,0.034727,0.082974,0.007600,0.026142,0.243603,0.039843,18.028,4.486,23.145
204,11.259,clean,0.527384,0.527384,0.002861,0.004234,0.018242,0.005871,0.028169,0.090063,0.008337,0.026584,0.247897,0.040358,16.899,4.477,21.902
205,11.313,clean,0.566729,0.566729,0.002266,0.004944,0.008664,0.004303,0.034289,0.071874,0.006265,0.023940,0.241081,0.035644,17.617,4.458,22.620
206,11.365,clean,0.501864,0.501864,0.002646,0.002991,0.034027,0.006819,0.017934,0.114127,0.010345,0.024298,0.249024,0.035925,17.678,4.478,22.735
207,11.417,clean,0.503507,0.503507,0.002995,0.004107,0.022738,0.006949,0.028149,0.097193,0.010643,0.028637,0.252932,0.042149,17.668,4.469,22.699
208,11.470,clean,0.511392,0.511392,0.002717,0.003639,0.021757,0.005961,0.023073,0.101382,0.009392,0.026139,0.254696,0.039852,17.503,4.480,22.543
209,11.522,clean,0.494264,0.494264,0.003108,0.003638,0.031223,0.007574,0.023790,0.111965,0.011282,0.029217,0.237597,0.046341,17.791,4.468,22.832
210,11.575,clean,0.551551,0.551551,0.002613,0.003964,0.015301,0.005263,0.028505,0.088187,0.007563,0.026415,0.228328,0.042310,17.677,4.443,22.731
211,11.627,clean,0.537783,0.537783,0.003004,0.004216,0.019528,0.005812,0.027837,0.095991,0.010166,0.026561,0.225068,0.044035,17.245,4.472,22.278
212,11.679,clean,0.558298,0.558298,0.002702,0.005033,0.012300,0.005301,0.037870,0.079344,0.008424,0.025301,0.224710,0.040718,17.445,4.535,22.523
213,11.731,clean,0.576846,0.576846,0.002446,0.004233,0.012990,0.004951,0.033542,0.081580,0.007324,0.023733,0.213358,0.038996,17.590,4.435,22.609
214,11.783,clean,0.527523,0.527523,0.002690,0.003295,0.024461,0.006103,0.022791,0.103130,0.008869,0.025337,0.236375,0.039427,17.024,4.451,21.965
215,11.835,clean,0.472660,0.472660,0.002856,0.002638,0.053911,0.007891,0.013574,0.114409,0.011246,0.023588,0.263863,0.033363,17.207,4.445,22.155
216,11.887,clean,0.530038,0.530038,0.002939,0.004050,0.021995,0.006132,0.027350,0.093915,0.011229,0.025720,0.235021,0.041610,17.081,4.457,22.134
217,11.939,clean,0.510440,0.510440,0.002878,0.003965,0.020900,0.006266,0.025674,0.094179,0.010359,0.027412,0.257380,0.040545,17.408,4.458,22.468
218,11.992,clean,0.523626,0.523626,0.002671,0.003452,0.022869,0.005863,0.022449,0.103316,0.008417,0.025256,0.243000,0.039082,18.052,4.446,22.992
219,12.044,clean,0.532293,0.532293,0.002731,0.003795,0.019881,0.006041,0.027731,0.094890,0.009119,0.026516,0.236162,0.040839,17.780,4.454,22.723
220,12.096,clean,0.479097,0.479097,0.002744,0.002551,0.050690,0.007471,0.013041,0.119007,0.009656,0.023314,0.258501,0.033927,17.699,4.462,22.644
221,12.148,clean,0.498748,0.498748,0.003150,0.003893,0.027130,0.007294,0.027048,0.108236,0.010631,0.030397,0.239776,0.043696,17.438,4.444,22.387
222,12.201,clean,0.537865,0.537865,0.002603,0.003163,0.024287,0.005836,0.022065,0.098658,0.008882,0.025164,0.233380,0.038098,17.650,4.462,22.687
223,12.252,clean,0.533890,0.533890,0.002992,0.004389,0.018479,0.006366,0.033257,0.091321,0.009668,0.028913,0.223700,0.047025,16.981,4.514,21.987
224,12.304,clean,0.524341,0.524341,0.002983,0.003991,0.020697,0.005957,0.026815,0.096197,0.009666,0.027312,0.238426,0.043616,17.374,4.510,22.386
225,12.356,clean,0.518389,0.518389,0.002855,0.003801,0.020418,0.006188,0.026126,0.095124,0.009900,0.027536,0.247610,0.042055,17.706,4.452,22.636
226,12.409,clean,0.517238,0.517238,0.002892,0.004037,0.019835,0.005748,0.025707,0.099288,0.008214,0.027449,0.247287,0.042305,17.450,4.473,22.479
227,12.460,clean,0.503401,0.503401,0.003124,0.003752,0.026466,0.006782,0.024650,0.107621,0.010072,0.027737,0.242766,0.043630,16.827,4.459,21.798
228,12.512,clean,0.552656,0.552656,0.002495,0.004533,0.011571,0.004994,0.032532,0.081979,0.006593,0.026761,0.236828,0.039059,17.147,4.457,22.095
229,12.565,clean,0.488529,0.488529,0.003039,0.003073,0.038375,0.007451,0.019210,0.122741,0.010966,0.027739,0.236151,0.042726,17.521,4.461,22.541
230,12.617,clean,0.575603,0.575603,0.002203,0.004073,0.011208,0.004583,0.030384,0.081076,0.006184,0.024522,0.223204,0.036959,17.412,4.464,22.462
231,12.669,clean,0.552460,0.552460,0.002579,0.003715,0.017922,0.005470,0.026599,0.094450,0.008368,0.025180,0.223036,0.040222,18.102,4.499,23.092
232,12.722,clean,0.510947,0.510947,0.003284,0.004330,0.024846,0.007324,0.032068,0.100703,0.010188,0.031102,0.229475,0.045734,17.570,4.464,22.598
233,12.773,clean,0.558111,0.558111,0.002589,0.004725,0.011233,0.004894,0.034450,0.083557,0.006926,0.026265,0.227095,0.040156,16.786,4.469,21.744
234,12.825,clean,0.551728,0.551728,0.002642,0.004105,0.015740,0.005612,0.031981,0.087827,0.008431,0.025968,0.221762,0.044204,17.326,4.452,22.278
235,12.878,clean,0.620554,0.620554,0.001954,0.004887,0.005999,0.003557,0.042295,0.062662,0.005512,0.021733,0.197013,0.033834,16.920,4.447,21.851
236,12.930,clean,0.481917,0.481917,0.003297,0.003367,0.045846,0.008511,0.021540,0.123545,0.014798,0.028541,0.226329,0.042308,17.638,4.465,22.598
237,12.982,clean,0.592213,0.592213,0.001983,0.006021,0.005080,0.003513,0.042492,0.058756,0.005284,0.020762,0.230746,0.033150,17.417,4.479,22.520
238,13.034,clean,0.591831,0.591831,0.002059,0.004139,0.009333,0.004238,0.033744,0.075763,0.005950,0.022692,0.214754,0.035497,17.346,4.479,22.359
239,13.086,clean,0.563708,0.563708,0.002357,0.003840,0.014277,0.005054,0.028682,0.086602,0.007340,0.024077,0.225343,0.038719,17.203,4.447,22.179
240,13.138,clean,0.533440,0.533440,0.002668,0.004383,0.015140,0.005993,0.032257,0.089203,0.008124,0.027870,0.239759,0.041164,17.447,4.468,22.498
241,13.190,clean,0.559066,0.559066,0.002213,0.005217,0.007825,0.004334,0.036109,0.067814,0.006515,0.023210,0.251686,0.036010,17.126,4.474,22.144
242,13.242,clean,0.532983,0.532983,0.002844,0.004829,0.014792,0.005965,0.037652,0.083387,0.009409,0.027353,0.240128,0.040658,17.434,4.473,22.436
243,13.294,clean,0.540978,0.540978,0.002498,0.004677,0.011891,0.004889,0.030459,0.079933,0.008499,0.023671,0.254775,0.037730,17.667,4.465,22.620
244,13.346,clean,0.552818,0.552818,0.002604,0.004119,0.016172,0.005502,0.029809,0.090356,0.007990,0.025647,0.225056,0.039927,17.748,4.494,22.735
245,13.398,clean,0.540394,0.540394,0.002540,0.004585,0.012848,0.005243,0.030532,0.085260,0.006573,0.025714,0.248222,0.038088,17.105,4.479,22.113
246,13.451,clean,0.523315,0.523315,0.002808,0.003265,0.026883,0.006131,0.021629,0.109077,0.009740,0.025887,0.230630,0.040635,17.728,4.554,22.789
247,13.503,clean,0.570122,0.570122,0.002366,0.004366,0.011478,0.004693,0.032043,0.082181,0.006299,0.024624,0.225344,0.036484,17.407,4.572,22.530
248,13.562,clean,0.572300,0.572300,0.002395,0.004811,0.009629,0.004643,0.036770,0.077053,0.006550,0.025850,0.222852,0.037147,18.111,4.504,23.118
249,13.615,clean,0.547471,0.547471,0.002595,0.003694,0.018811,0.005713,0.026835,0.093666,0.009062,0.025344,0.226636,0.040173,17.998,4.441,23.031
250,13.667,clean,0.481261,0.481261,0.002850,0.002639,0.058436,0.008193,0.013744,0.111564,0.012864,0.022053,0.252768,0.033628,17.317,4.483,22.304
251,13.718,clean,0.543716,0.543716,0.002751,0.004003,0.017608,0.005691,0.029086,0.092161,0.008528,0.027089,0.226987,0.042379,16.690,4.436,21.607
252,13.771,clean,0.533443,0.533443,0.002617,0.002992,0.026996,0.006285,0.022108,0.106844,0.008886,0.026680,0.223998,0.039151,18.518,4.464,23.478
253,13.824,clean,0.497754,0.497754,0.003098,0.003554,0.030772,0.007310,0.023630,0.112501,0.010225,0.028534,0.238388,0.044235,17.786,4.469,22.729
254,13.876,clean,0.555479,0.555479,0.002502,0.003729,0.017630,0.005535,0.028117,0.093258,0.008547,0.025576,0.221686,0.037940,17.958,4.482,22.940
255,13.928,clean,0.516974,0.516974,0.002889,0.003906,0.022615,0.006452,0.026794,0.096766,0.010663,0.026128,0.243315,0.043498,17.334,4.450,22.274
256,13.980,clean,0.536532,0.536532,0.002703,0.004001,0.016654,0.005403,0.026746,0.093129,0.007017,0.027504,0.241463,0.038847,17.250,4.464,22.258
257,14.032,clean,0.528006,0.528006,0.002690,0.003068,0.030823,0.006139,0.019164,0.111557,0.009620,0.024044,0.228353,0.036534,16.826,4.462,21.786
258,14.083,clean,0.497864,0.497864,0.003077,0.003299,0.032913,0.007259,0.022026,0.117796,0.010957,0.028226,0.232896,0.043686,17.326,4.437,22.336
259,14.135,clean,0.508437,0.508437,0.002890,0.003161,0.036462,0.007463,0.021821,0.118468,0.010635,0.026659,0.224508,0.039497,18.106,4.446,23.033
260,14.188,clean,0.501339,0.501339,0.002935,0.003209,0.033936,0.007098,0.021400,0.110910,0.011446,0.026245,0.241469,0.040014,17.579,4.463,22.511
261,14.239,clean,0.490178,0.490178,0.002753,0.004425,0.019017,0.006043,0.024800,0.083754,0.010768,0.023544,0.298359,0.036359,17.110,4.492,22.176
262,14.291,clean,0.488950,0.488950,0.002272,0.006809,0.006819,0.004237,0.032605,0.055959,0.006618,0.019275,0.348267,0.028189,17.312,4.466,22.326
263,14.343,clean,0.451363,0.451363,0.002923,0.004903,0.018650,0.006544,0.024290,0.078567,0.011215,0.022855,0.345255,0.033434,17.136,4.466,22.093
264,14.395,clean,0.442622,0.442622,0.002793,0.004476,0.021263,0.006641,0.020486,0.088645,0.011970,0.022721,0.343833,0.034550,17.081,4.482,22.064
265,14.446,clean,0.496877,0.496877,0.002186,0.006283,0.006979,0.004287,0.031858,0.055614,0.007607,0.019307,0.339383,0.029619,16.908,4.469,21.870
266,14.498,clean,0.471498,0.471498,0.002852,0.002659,0.051078,0.007982,0.014001,0.115712,0.011572,0.023527,0.265144,0.033976,17.735,4.521,22.812
267,14.550,clean,0.496781,0.496781,0.003039,0.003602,0.029749,0.006999,0.022620,0.109166,0.011168,0.025833,0.248070,0.042973,17.011,4.475,22.020
268,14.601,clean,0.459988,0.459988,0.002592,0.002965,0.040882,0.007198,0.013389,0.096994,0.013989,0.019020,0.313320,0.029662,16.993,4.442,21.929
269,14.653,clean,0.451409,0.451409,0.003199,0.003911,0.036961,0.008504,0.020728,0.114134,0.013452,0.027763,0.281894,0.038045,17.026,4.467,22.044
270,14.705,clean,0.509864,0.509864,0.002755,0.004912,0.015576,0.005698,0.029481,0.079917,0.010712,0.023402,0.279902,0.037782,17.682,4.466,22.694
271,14.756,clean,0.504833,0.504833,0.002439,0.003682,0.018169,0.005348,0.020994,0.091887,0.007767,0.023122,0.289058,0.032703,16.789,4.471,21.753
272,14.808,clean,0.477056,0.477056,0.002764,0.003795,0.024744,0.006611,0.020498,0.100792,0.010247,0.025614,0.292689,0.035189,16.946,4.496,21.928
273,14.859,clean,0.487625,0.487625,0.002841,0.004445,0.018622,0.005897,0.024328,0.086647,0.010330,0.024140,0.298339,0.036787,16.817,4.560,21.853
274,14.911,clean,0.461247,0.461247,0.003115,0.003715,0.036586,0.007394,0.018047,0.111015,0.013077,0.025040,0.285136,0.035628,17.176,4.522,22.205
275,14.962,clean,0.480938,0.480938,0.002955,0.003856,0.030476,0.006989,0.020530,0.104905,0.012194,0.023687,0.278262,0.035209,17.246,4.453,22.189
276,15.014,clean,0.499738,0.499738,0.002977,0.003596,0.027883,0.006549,0.021630,0.103297,0.010477,0.026091,0.259466,0.038295,17.287,4.453,22.248
277,15.065,clean,0.500266,0.500266,0.002710,0.002969,0.035646,0.006818,0.017920,0.113449,0.010974,0.023762,0.249066,0.036420,17.022,4.528,22.033
278,15.117,clean,0.544905,0.544905,0.002669,0.003885,0.018854,0.005748,0.028847,0.093208,0.009452,0.024679,0.225921,0.041834,16.738,4.461,21.700
279,15.170,clean,0.504449,0.504449,0.002919,0.003351,0.031332,0.007094,0.021883,0.115824,0.011076,0.026757,0.230733,0.044583,17.596,4.468,22.596
280,15.221,clean,0.583645,0.583645,0.002203,0.004306,0.009144,0.004159,0.033360,0.076194,0.005964,0.023980,0.220876,0.036170,17.193,4.495,22.183
281,15.273,clean,0.599618,0.599618,0.002198,0.004400,0.009636,0.004580,0.039090,0.073409,0.007224,0.023201,0.199944,0.036700,17.096,4.483,22.056
282,15.324,clean,0.546713,0.546713,0.002662,0.003793,0.016451,0.005383,0.028184,0.094379,0.007042,0.027921,0.225514,0.041958,17.313,4.501,22.304
283,15.376,clean,0.522803,0.522803,0.002650,0.003292,0.022976,0.005804,0.021986,0.104674,0.007997,0.027082,0.242636,0.038099,17.427,4.493,22.425
284,15.429,clean,0.532704,0.532704,0.002623,0.003655,0.018600,0.005707,0.025507,0.093514,0.008286,0.026742,0.242431,0.040231,17.503,4.479,22.532
285,15.481,clean,0.524804,0.524804,0.002704,0.003748,0.021903,0.006334,0.025565,0.099192,0.009410,0.025781,0.240237,0.040324,16.914,4.446,21.894
286,15.533,clean,0.459610,0.459610,0.002731,0.002241,0.071227,0.007508,0.008628,0.097177,0.013028,0.017268,0.295661,0.024920,17.553,4.471,22.565
287,15.588,clean,0.481789,0.481789,0.002984,0.003220,0.040103,0.007429,0.018383,0.117552,0.012793,0.024663,0.254234,0.036849,16.708,4.452,21.648
288,15.640,clean,0.467499,0.467499,0.002887,0.002600,0.061059,0.007948,0.011813,0.107393,0.013633,0.020324,0.276515,0.028329,17.564,4.458,22.499
289,15.692,clean,0.479651,0.479651,0.002473,0.002357,0.050508,0.006782,0.010819,0.107010,0.010547,0.019397,0.282472,0.027983,17.227,4.462,22.168
290,15.744,clean,0.523595,0.523595,0.002579,0.003274,0.025354,0.005958,0.021207,0.102514,0.009025,0.024093,0.246605,0.035796,17.596,4.440,22.511
291,15.796,clean,0.538675,0.538675,0.002611,0.003961,0.016325,0.005532,0.027878,0.092019,0.007281,0.026234,0.238980,0.040503,17.711,4.526,22.724
292,15.848,clean,0.504676,0.504676,0.003192,0.003812,0.027507,0.006933,0.026043,0.107248,0.010995,0.028264,0.236371,0.044961,17.460,4.483,22.428
293,15.900,clean,0.480509,0.480509,0.003088,0.003032,0.044224,0.007640,0.017296,0.127958,0.012854,0.026363,0.236479,0.040555,17.502,4.497,22.490
294,15.952,clean,0.504521,0.504521,0.003071,0.003830,0.028020,0.007125,0.025704,0.105301,0.011889,0.027151,0.241517,0.041870,17.455,4.453,22.385
295,16.004,clean,0.519911,0.519911,0.002750,0.003718,0.021674,0.006113,0.025435,0.097780,0.009214,0.025837,0.248226,0.039341,17.264,4.452,22.276
296,16.057,clean,0.513438,0.513438,0.003066,0.003479,0.029404,0.006653,0.023557,0.109397,0.011673,0.027529,0.227965,0.043839,17.528,4.519,22.532
297,16.108,clean,0.504313,0.504313,0.003053,0.003613,0.027726,0.007195,0.025848,0.111909,0.010565,0.028638,0.233691,0.043450,16.897,4.505,21.886
298,16.161,clean,0.525881,0.525881,0.002600,0.003971,0.017288,0.005818,0.027615,0.088466,0.008750,0.025777,0.253086,0.040748,17.632,4.525,22.644
299,16.213,clean,0.450412,0.450412,0.002926,0.002414,0.070563,0.007880,0.009421,0.101240,0.015834,0.017842,0.293685,0.027782,17.289,4.527,22.301
300,16.265,clean,0.469777,0.469777,0.002395,0.001943,0.065643,0.006568,0.007446,0.094238,0.011250,0.015547,0.302034,0.023160,17.052,4.458,22.004
301,16.316,clean,0.463155,0.463155,0.002843,0.002563,0.060979,0.008254,0.012176,0.106972,0.014309,0.020583,0.276602,0.031564,17.101,4.447,22.014
302,16.368,clean,0.512090,0.512090,0.002790,0.003740,0.022757,0.006579,0.025039,0.098724,0.010013,0.027466,0.251446,0.039357,17.388,4.464,22.316
303,16.419,clean,0.483331,0.483331,0.002827,0.002549,0.059755,0.007620,0.012206,0.103368,0.015268,0.018554,0.262372,0.032150,17.427,4.444,22.402
304,16.471,clean,0.479505,0.479505,0.003540,0.003624,0.036372,0.007830,0.022566,0.121478,0.013508,0.029441,0.234638,0.047498,16.993,4.527,22.028
305,16.522,clean,0.469150,0.469150,0.003675,0.003582,0.047030,0.008917,0.022606,0.133308,0.012706,0.031413,0.221990,0.045624,16.742,4.460,21.691
306,16.574,clean,0.558014,0.558014,0.002870,0.004330,0.017277,0.006158,0.035260,0.091358,0.008551,0.028501,0.204279,0.043402,17.254,4.536,22.285
307,16.625,clean,0.528300,0.528300,0.002868,0.003996,0.020229,0.005970,0.027180,0.094724,0.008664,0.027097,0.240440,0.040532,17.004,4.518,22.018
308,16.677,clean,0.512407,0.512407,0.003079,0.003688,0.025983,0.006791,0.026486,0.104524,0.010169,0.028467,0.231246,0.047159,17.212,4.522,22.225
309,16.727,clean,0.506132,0.506132,0.003144,0.004212,0.021849,0.006637,0.028522,0.099197,0.010198,0.029866,0.243892,0.046350,16.892,4.483,21.921
310,16.780,clean,0.477869,0.477869,0.002381,0.002368,0.053110,0.007726,0.012029,0.103130,0.012254,0.019258,0.281306,0.028568,17.423,4.503,22.438
